Aisle;Block;Column;Row;Name;AbcClass;LHU1X;LHU1Y;LHU2X;LHU2Y;Height
AKL1;1;2;9;AKL1_1_2_9;A;1400;1500;1600;1700;200
AKL1;1;2;10;AKL1_1_2_10;A;1400;1500;1600;1700;200
AKL1;1;2;11;AKL1_1_2_11;A;1400;1500;1600;1700;200
AKL1;1;2;12;AKL1_1_2_12;A;1400;1500;1600;1700;200
AKL1;1;2;13;AKL1_1_2_13;A;1400;1500;1600;1700;200
AKL1;1;2;14;AKL1_1_2_14;A;1400;1500;1600;1700;200
AKL1;1;2;15;AKL1_1_2_15;A;1400;1500;1600;1700;200
AKL1;1;2;16;AKL1_1_2_16;A;1400;1500;1600;1700;200
AKL1;1;2;17;AKL1_1_2_17;A;1400;1500;1600;1700;200
AKL1;1;2;18;AKL1_1_2_18;A;1400;1500;1600;1700;200
AKL1;1;2;19;AKL1_1_2_19;A;1400;1500;1600;1700;200
AKL1;1;2;20;AKL1_1_2_20;A;1400;1500;1600;1700;200
AKL1;1;3;1;AKL1_1_3_1;A;1400;1500;1600;1700;200
AKL1;1;3;2;AKL1_1_3_2;A;1400;1500;1600;1700;200
AKL1;1;3;3;AKL1_1_3_3;A;1400;1500;1600;1700;200
AKL1;1;3;4;AKL1_1_3_4;A;1400;1500;1600;1700;200
AKL1;1;3;5;AKL1_1_3_5;A;1400;1500;1600;1700;200
AKL1;1;3;6;AKL1_1_3_6;A;1400;1500;1600;1700;200
AKL1;1;3;7;AKL1_1_3_7;A;1400;1500;1600;1700;200
AKL1;1;3;8;AKL1_1_3_8;A;1400;1500;1600;1700;200
AKL1;1;3;9;AKL1_1_3_9;A;1400;1500;1600;1700;200
AKL1;1;3;10;AKL1_1_3_10;A;1400;1500;1600;1700;200
AKL1;1;3;11;AKL1_1_3_11;A;1400;1500;1600;1700;200
AKL1;1;3;12;AKL1_1_3_12;A;1400;1500;1600;1700;200
AKL1;1;3;13;AKL1_1_3_13;A;1400;1500;1600;1700;200
AKL1;1;3;14;AKL1_1_3_14;A;1400;1500;1600;1700;200
AKL1;1;3;15;AKL1_1_3_15;A;1400;1500;1600;1700;200
AKL1;1;3;16;AKL1_1_3_16;A;1400;1500;1600;1700;200
AKL1;1;3;17;AKL1_1_3_17;A;1400;1500;1600;1700;200
AKL1;1;3;18;AKL1_1_3_18;A;1400;1500;1600;1700;200
AKL1;1;3;19;AKL1_1_3_19;A;1400;1500;1600;1700;200
AKL1;1;3;20;AKL1_1_3_20;A;1400;1500;1600;1700;200
AKL1;1;4;1;AKL1_1_4_1;A;1400;1500;1600;1700;200
AKL1;1;4;2;AKL1_1_4_2;A;1400;1500;1600;1700;200
AKL1;1;4;3;AKL1_1_4_3;A;1400;1500;1600;1700;200
AKL1;1;4;4;AKL1_1_4_4;A;1400;1500;1600;1700;200
AKL1;1;4;5;AKL1_1_4_5;A;1400;1500;1600;1700;200
AKL1;1;4;6;AKL1_1_4_6;A;1400;1500;1600;1700;200
AKL1;1;4;7;AKL1_1_4_7;A;1400;1500;1600;1700;200
AKL1;1;4;8;AKL1_1_4_8;A;1400;1500;1600;1700;200
AKL1;1;4;9;AKL1_1_4_9;A;1400;1500;1600;1700;200
AKL1;1;4;10;AKL1_1_4_10;A;1400;1500;1600;1700;200
AKL1;1;4;11;AKL1_1_4_11;A;1400;1500;1600;1700;200
AKL1;1;4;12;AKL1_1_4_12;A;1400;1500;1600;1700;200
AKL1;1;4;13;AKL1_1_4_13;A;1400;1500;1600;1700;200
AKL1;1;4;14;AKL1_1_4_14;A;1400;1500;1600;1700;200
AKL1;1;4;15;AKL1_1_4_15;A;1400;1500;1600;1700;200
AKL1;1;4;16;AKL1_1_4_16;A;1400;1500;1600;1700;200
AKL1;1;4;17;AKL1_1_4_17;A;1400;1500;1600;1700;200
AKL1;1;4;18;AKL1_1_4_18;A;1400;1500;1600;1700;200
AKL1;1;4;19;AKL1_1_4_19;A;1400;1500;1600;1700;200
AKL1;1;4;20;AKL1_1_4_20;A;1400;1500;1600;1700;200
AKL1;1;5;1;AKL1_1_5_1;A;1400;1500;1600;1700;200
AKL1;1;5;2;AKL1_1_5_2;A;1400;1500;1600;1700;200
AKL1;1;5;3;AKL1_1_5_3;A;1400;1500;1600;1700;200
AKL1;1;5;4;AKL1_1_5_4;A;1400;1500;1600;1700;200
AKL1;1;5;5;AKL1_1_5_5;A;1400;1500;1600;1700;200
AKL1;1;5;6;AKL1_1_5_6;A;1400;1500;1600;1700;200
AKL1;1;5;7;AKL1_1_5_7;A;1400;1500;1600;1700;200
AKL1;1;5;8;AKL1_1_5_8;A;1400;1500;1600;1700;200
AKL1;1;5;9;AKL1_1_5_9;A;1400;1500;1600;1700;200
AKL1;1;5;10;AKL1_1_5_10;A;1400;1500;1600;1700;200
AKL1;1;5;11;AKL1_1_5_11;A;1400;1500;1600;1700;200
AKL1;1;5;12;AKL1_1_5_12;A;1400;1500;1600;1700;200
AKL1;1;5;13;AKL1_1_5_13;A;1400;1500;1600;1700;200
AKL1;1;5;14;AKL1_1_5_14;A;1400;1500;1600;1700;200
AKL1;1;5;15;AKL1_1_5_15;A;1400;1500;1600;1700;200
AKL1;1;5;16;AKL1_1_5_16;A;1400;1500;1600;1700;200
AKL1;1;5;17;AKL1_1_5_17;A;1400;1500;1600;1700;200
AKL1;1;5;18;AKL1_1_5_18;A;1400;1500;1600;1700;200
AKL1;1;5;19;AKL1_1_5_19;A;1400;1500;1600;1700;200
AKL1;1;5;20;AKL1_1_5_20;A;1400;1500;1600;1700;200
AKL1;1;6;1;AKL1_1_6_1;A;1400;1500;1600;1700;200
AKL1;1;6;2;AKL1_1_6_2;A;1400;1500;1600;1700;200
AKL1;1;6;3;AKL1_1_6_3;A;1400;1500;1600;1700;200
AKL1;1;6;4;AKL1_1_6_4;A;1400;1500;1600;1700;200
AKL1;1;6;5;AKL1_1_6_5;A;1400;1500;1600;1700;200
AKL1;1;6;6;AKL1_1_6_6;A;1400;1500;1600;1700;200
AKL1;1;6;7;AKL1_1_6_7;A;1400;1500;1600;1700;200
AKL1;1;6;8;AKL1_1_6_8;A;1400;1500;1600;1700;200
AKL1;1;6;9;AKL1_1_6_9;A;1400;1500;1600;1700;200
AKL1;1;6;10;AKL1_1_6_10;A;1400;1500;1600;1700;200
AKL1;1;6;11;AKL1_1_6_11;A;1400;1500;1600;1700;200
AKL1;1;6;12;AKL1_1_6_12;A;1400;1500;1600;1700;200
AKL1;1;6;13;AKL1_1_6_13;A;1400;1500;1600;1700;200
AKL1;1;6;14;AKL1_1_6_14;A;1400;1500;1600;1700;200
AKL1;1;6;15;AKL1_1_6_15;A;1400;1500;1600;1700;200
AKL1;1;6;16;AKL1_1_6_16;A;1400;1500;1600;1700;200
AKL1;1;6;17;AKL1_1_6_17;A;1400;1500;1600;1700;200
AKL1;1;6;18;AKL1_1_6_18;A;1400;1500;1600;1700;200
AKL1;1;6;19;AKL1_1_6_19;A;1400;1500;1600;1700;200
AKL1;1;6;20;AKL1_1_6_20;A;1400;1500;1600;1700;200
AKL1;1;7;1;AKL1_1_7_1;A;1400;1500;1600;1700;200
AKL1;1;7;2;AKL1_1_7_2;A;1400;1500;1600;1700;200
AKL1;1;7;3;AKL1_1_7_3;A;1400;1500;1600;1700;200
AKL1;1;7;4;AKL1_1_7_4;A;1400;1500;1600;1700;200
AKL1;1;7;5;AKL1_1_7_5;A;1400;1500;1600;1700;200
AKL1;1;7;6;AKL1_1_7_6;A;1400;1500;1600;1700;200
AKL1;1;7;7;AKL1_1_7_7;A;1400;1500;1600;1700;200
AKL1;1;7;8;AKL1_1_7_8;A;1400;1500;1600;1700;200
AKL1;1;7;9;AKL1_1_7_9;A;1400;1500;1600;1700;200
AKL1;1;7;10;AKL1_1_7_10;A;1400;1500;1600;1700;200
AKL1;1;7;11;AKL1_1_7_11;A;1400;1500;1600;1700;200
AKL1;1;7;12;AKL1_1_7_12;A;1400;1500;1600;1700;200
AKL1;1;7;13;AKL1_1_7_13;A;1400;1500;1600;1700;200
AKL1;1;7;14;AKL1_1_7_14;A;1400;1500;1600;1700;200
AKL1;1;7;15;AKL1_1_7_15;A;1400;1500;1600;1700;200
AKL1;1;7;16;AKL1_1_7_16;A;1400;1500;1600;1700;200
AKL1;1;7;17;AKL1_1_7_17;A;1400;1500;1600;1700;200
AKL1;1;7;18;AKL1_1_7_18;A;1400;1500;1600;1700;200
AKL1;1;7;19;AKL1_1_7_19;A;1400;1500;1600;1700;200
AKL1;1;7;20;AKL1_1_7_20;A;1400;1500;1600;1700;200
AKL1;1;8;1;AKL1_1_8_1;A;1400;1500;1600;1700;200
AKL1;1;8;2;AKL1_1_8_2;A;1400;1500;1600;1700;200
AKL1;1;8;3;AKL1_1_8_3;A;1400;1500;1600;1700;200
AKL1;1;8;4;AKL1_1_8_4;A;1400;1500;1600;1700;200
AKL1;1;8;5;AKL1_1_8_5;A;1400;1500;1600;1700;200
AKL1;1;8;6;AKL1_1_8_6;A;1400;1500;1600;1700;200
AKL1;1;8;7;AKL1_1_8_7;A;1400;1500;1600;1700;200
AKL1;1;8;8;AKL1_1_8_8;A;1400;1500;1600;1700;200
AKL1;1;8;9;AKL1_1_8_9;A;1400;1500;1600;1700;200
AKL1;1;8;10;AKL1_1_8_10;A;1400;1500;1600;1700;200
AKL1;1;8;11;AKL1_1_8_11;A;1400;1500;1600;1700;200
AKL1;1;8;12;AKL1_1_8_12;A;1400;1500;1600;1700;200
AKL1;1;8;13;AKL1_1_8_13;A;1400;1500;1600;1700;200
AKL1;1;8;14;AKL1_1_8_14;A;1400;1500;1600;1700;200
AKL1;1;8;15;AKL1_1_8_15;A;1400;1500;1600;1700;200
AKL1;1;8;16;AKL1_1_8_16;A;1400;1500;1600;1700;200
AKL1;1;8;17;AKL1_1_8_17;A;1400;1500;1600;1700;200
AKL1;1;8;18;AKL1_1_8_18;A;1400;1500;1600;1700;200
AKL1;1;8;19;AKL1_1_8_19;A;1400;1500;1600;1700;200
AKL1;1;8;20;AKL1_1_8_20;A;1400;1500;1600;1700;200
AKL1;1;9;1;AKL1_1_9_1;A;1400;1500;1600;1700;200
AKL1;1;9;2;AKL1_1_9_2;A;1400;1500;1600;1700;200
AKL1;1;9;3;AKL1_1_9_3;A;1400;1500;1600;1700;200
AKL1;1;9;4;AKL1_1_9_4;A;1400;1500;1600;1700;200
AKL1;1;9;5;AKL1_1_9_5;A;1400;1500;1600;1700;200
AKL1;1;9;6;AKL1_1_9_6;A;1400;1500;1600;1700;200
AKL1;1;9;7;AKL1_1_9_7;A;1400;1500;1600;1700;200
AKL1;1;9;8;AKL1_1_9_8;A;1400;1500;1600;1700;200
AKL1;1;9;9;AKL1_1_9_9;A;1400;1500;1600;1700;200
AKL1;1;9;10;AKL1_1_9_10;A;1400;1500;1600;1700;200
AKL1;1;9;11;AKL1_1_9_11;A;1400;1500;1600;1700;200
AKL1;1;9;12;AKL1_1_9_12;A;1400;1500;1600;1700;200
AKL1;1;9;13;AKL1_1_9_13;A;1400;1500;1600;1700;200
AKL1;1;9;14;AKL1_1_9_14;A;1400;1500;1600;1700;200
AKL1;1;9;15;AKL1_1_9_15;A;1400;1500;1600;1700;200
AKL1;1;9;16;AKL1_1_9_16;A;1400;1500;1600;1700;200
AKL1;1;9;17;AKL1_1_9_17;A;1400;1500;1600;1700;200
AKL1;1;9;18;AKL1_1_9_18;A;1400;1500;1600;1700;200
AKL1;1;9;19;AKL1_1_9_19;A;1400;1500;1600;1700;200
AKL1;1;9;20;AKL1_1_9_20;A;1400;1500;1600;1700;200
AKL1;1;10;1;AKL1_1_10_1;A;1400;1500;1600;1700;200
AKL1;1;10;2;AKL1_1_10_2;A;1400;1500;1600;1700;200
AKL1;1;10;3;AKL1_1_10_3;A;1400;1500;1600;1700;200
AKL1;1;10;4;AKL1_1_10_4;A;1400;1500;1600;1700;200
AKL1;1;10;5;AKL1_1_10_5;A;1400;1500;1600;1700;200
AKL1;1;10;6;AKL1_1_10_6;A;1400;1500;1600;1700;200
AKL1;1;10;7;AKL1_1_10_7;A;1400;1500;1600;1700;200
AKL1;1;10;8;AKL1_1_10_8;A;1400;1500;1600;1700;200
AKL1;1;10;9;AKL1_1_10_9;A;1400;1500;1600;1700;200
AKL1;1;10;10;AKL1_1_10_10;A;1400;1500;1600;1700;200
AKL1;1;10;11;AKL1_1_10_11;A;1400;1500;1600;1700;200
AKL1;1;10;12;AKL1_1_10_12;A;1400;1500;1600;1700;200
AKL1;1;10;13;AKL1_1_10_13;A;1400;1500;1600;1700;200
AKL1;1;10;14;AKL1_1_10_14;A;1400;1500;1600;1700;200
AKL1;1;10;15;AKL1_1_10_15;A;1400;1500;1600;1700;200
AKL1;1;10;16;AKL1_1_10_16;A;1400;1500;1600;1700;200
AKL1;1;10;17;AKL1_1_10_17;A;1400;1500;1600;1700;200
AKL1;1;10;18;AKL1_1_10_18;A;1400;1500;1600;1700;200
AKL1;1;10;19;AKL1_1_10_19;A;1400;1500;1600;1700;200
AKL1;1;10;20;AKL1_1_10_20;A;1400;1500;1600;1700;200
AKL1;1;11;1;AKL1_1_11_1;A;1400;1500;1600;1700;200
AKL1;1;11;2;AKL1_1_11_2;A;1400;1500;1600;1700;200
AKL1;1;11;3;AKL1_1_11_3;A;1400;1500;1600;1700;200
AKL1;1;11;4;AKL1_1_11_4;A;1400;1500;1600;1700;200
AKL1;1;11;5;AKL1_1_11_5;A;1400;1500;1600;1700;200
AKL1;1;11;6;AKL1_1_11_6;A;1400;1500;1600;1700;200
AKL1;1;11;7;AKL1_1_11_7;A;1400;1500;1600;1700;200
AKL1;1;11;8;AKL1_1_11_8;A;1400;1500;1600;1700;200
AKL1;1;11;9;AKL1_1_11_9;A;1400;1500;1600;1700;200
AKL1;1;11;10;AKL1_1_11_10;A;1400;1500;1600;1700;200
AKL1;1;11;11;AKL1_1_11_11;A;1400;1500;1600;1700;200
AKL1;1;11;12;AKL1_1_11_12;A;1400;1500;1600;1700;200
AKL1;1;11;13;AKL1_1_11_13;A;1400;1500;1600;1700;200
AKL1;1;11;14;AKL1_1_11_14;A;1400;1500;1600;1700;200
AKL1;1;11;15;AKL1_1_11_15;A;1400;1500;1600;1700;200
AKL1;1;11;16;AKL1_1_11_16;A;1400;1500;1600;1700;200
AKL1;1;11;17;AKL1_1_11_17;A;1400;1500;1600;1700;200
AKL1;1;11;18;AKL1_1_11_18;A;1400;1500;1600;1700;200
AKL1;1;11;19;AKL1_1_11_19;A;1400;1500;1600;1700;200
AKL1;1;11;20;AKL1_1_11_20;A;1400;1500;1600;1700;200
AKL1;1;12;1;AKL1_1_12_1;A;1400;1500;1600;1700;200
AKL1;1;12;2;AKL1_1_12_2;A;1400;1500;1600;1700;200
AKL1;1;12;3;AKL1_1_12_3;A;1400;1500;1600;1700;200
AKL1;1;12;4;AKL1_1_12_4;A;1400;1500;1600;1700;200
AKL1;1;12;5;AKL1_1_12_5;A;1400;1500;1600;1700;200
AKL1;1;12;6;AKL1_1_12_6;A;1400;1500;1600;1700;200
AKL1;1;12;7;AKL1_1_12_7;A;1400;1500;1600;1700;200
AKL1;1;12;8;AKL1_1_12_8;A;1400;1500;1600;1700;200
AKL1;1;12;9;AKL1_1_12_9;A;1400;1500;1600;1700;200
AKL1;1;12;10;AKL1_1_12_10;A;1400;1500;1600;1700;200
AKL1;1;12;11;AKL1_1_12_11;A;1400;1500;1600;1700;200
AKL1;1;12;12;AKL1_1_12_12;A;1400;1500;1600;1700;200
AKL1;1;12;13;AKL1_1_12_13;A;1400;1500;1600;1700;200
AKL1;1;12;14;AKL1_1_12_14;A;1400;1500;1600;1700;200
AKL1;1;12;15;AKL1_1_12_15;A;1400;1500;1600;1700;200
AKL1;1;12;16;AKL1_1_12_16;A;1400;1500;1600;1700;200
AKL1;1;12;17;AKL1_1_12_17;A;1400;1500;1600;1700;200
AKL1;1;12;18;AKL1_1_12_18;A;1400;1500;1600;1700;200
AKL1;1;12;19;AKL1_1_12_19;A;1400;1500;1600;1700;200
AKL1;1;12;20;AKL1_1_12_20;A;1400;1500;1600;1700;200
AKL1;2;1;1;AKL1_2_1_1;A;1400;1500;1600;1700;200
AKL1;2;1;2;AKL1_2_1_2;A;1400;1500;1600;1700;200
AKL1;2;1;3;AKL1_2_1_3;A;1400;1500;1600;1700;200
AKL1;2;1;4;AKL1_2_1_4;A;1400;1500;1600;1700;200
AKL1;2;1;5;AKL1_2_1_5;A;1400;1500;1600;1700;200
AKL1;2;1;6;AKL1_2_1_6;A;1400;1500;1600;1700;200
AKL1;2;1;7;AKL1_2_1_7;A;1400;1500;1600;1700;200
AKL1;2;1;8;AKL1_2_1_8;A;1400;1500;1600;1700;200
AKL1;2;1;9;AKL1_2_1_9;A;1400;1500;1600;1700;200
AKL1;2;1;10;AKL1_2_1_10;A;1400;1500;1600;1700;200
AKL1;2;1;11;AKL1_2_1_11;A;1400;1500;1600;1700;200
AKL1;2;1;12;AKL1_2_1_12;A;1400;1500;1600;1700;200
AKL1;2;1;13;AKL1_2_1_13;A;1400;1500;1600;1700;200
AKL1;2;1;14;AKL1_2_1_14;A;1400;1500;1600;1700;200
AKL1;2;1;15;AKL1_2_1_15;A;1400;1500;1600;1700;200
AKL1;2;1;16;AKL1_2_1_16;A;1400;1500;1600;1700;200
AKL1;2;1;17;AKL1_2_1_17;A;1400;1500;1600;1700;200
AKL1;2;1;18;AKL1_2_1_18;A;1400;1500;1600;1700;200
AKL1;2;1;19;AKL1_2_1_19;A;1400;1500;1600;1700;200
AKL1;2;1;20;AKL1_2_1_20;A;1400;1500;1600;1700;200
AKL1;2;2;1;AKL1_2_2_1;A;1400;1500;1600;1700;200
AKL1;2;2;2;AKL1_2_2_2;A;1400;1500;1600;1700;200
AKL1;2;2;3;AKL1_2_2_3;A;1400;1500;1600;1700;200
AKL1;2;2;4;AKL1_2_2_4;A;1400;1500;1600;1700;200
AKL1;2;2;5;AKL1_2_2_5;A;1400;1500;1600;1700;200
AKL1;2;2;6;AKL1_2_2_6;A;1400;1500;1600;1700;200
AKL1;2;2;7;AKL1_2_2_7;A;1400;1500;1600;1700;200
AKL1;2;2;8;AKL1_2_2_8;A;1400;1500;1600;1700;200
AKL1;2;2;9;AKL1_2_2_9;A;1400;1500;1600;1700;200
AKL1;2;2;10;AKL1_2_2_10;A;1400;1500;1600;1700;200
AKL1;2;2;11;AKL1_2_2_11;A;1400;1500;1600;1700;200
AKL1;2;2;12;AKL1_2_2_12;A;1400;1500;1600;1700;200
AKL1;2;2;13;AKL1_2_2_13;A;1400;1500;1600;1700;200
AKL1;2;2;14;AKL1_2_2_14;A;1400;1500;1600;1700;200
AKL1;2;2;15;AKL1_2_2_15;A;1400;1500;1600;1700;200
AKL1;2;2;16;AKL1_2_2_16;A;1400;1500;1600;1700;200
AKL1;2;2;17;AKL1_2_2_17;A;1400;1500;1600;1700;200
AKL1;2;2;18;AKL1_2_2_18;A;1400;1500;1600;1700;200
AKL1;2;2;19;AKL1_2_2_19;A;1400;1500;1600;1700;200
AKL1;2;2;20;AKL1_2_2_20;A;1400;1500;1600;1700;200
AKL1;2;3;1;AKL1_2_3_1;A;1400;1500;1600;1700;200
AKL1;2;3;2;AKL1_2_3_2;A;1400;1500;1600;1700;200
AKL1;2;3;3;AKL1_2_3_3;A;1400;1500;1600;1700;200
AKL1;2;3;4;AKL1_2_3_4;A;1400;1500;1600;1700;200
AKL1;2;3;5;AKL1_2_3_5;A;1400;1500;1600;1700;200
AKL1;2;3;6;AKL1_2_3_6;A;1400;1500;1600;1700;200
AKL1;2;3;7;AKL1_2_3_7;A;1400;1500;1600;1700;200
AKL1;2;3;8;AKL1_2_3_8;A;1400;1500;1600;1700;200
AKL1;2;3;9;AKL1_2_3_9;B;1400;1500;1600;1700;200
AKL1;2;3;10;AKL1_2_3_10;B;1400;1500;1600;1700;200
AKL1;2;3;11;AKL1_2_3_11;B;1400;1500;1600;1700;200
AKL1;2;3;12;AKL1_2_3_12;B;1400;1500;1600;1700;200
AKL1;2;3;13;AKL1_2_3_13;B;1400;1500;1600;1700;200
AKL1;2;3;14;AKL1_2_3_14;B;1400;1500;1600;1700;200
AKL1;2;3;15;AKL1_2_3_15;B;1400;1500;1600;1700;200
AKL1;2;3;16;AKL1_2_3_16;B;1400;1500;1600;1700;200
AKL1;2;3;17;AKL1_2_3_17;B;1400;1500;1600;1700;200
AKL1;2;3;18;AKL1_2_3_18;B;1400;1500;1600;1700;200
AKL1;2;3;19;AKL1_2_3_19;B;1400;1500;1600;1700;200
AKL1;2;3;20;AKL1_2_3_20;B;1400;1500;1600;1700;200
AKL1;2;4;1;AKL1_2_4_1;B;1400;1500;1600;1700;200
AKL1;2;4;2;AKL1_2_4_2;B;1400;1500;1600;1700;200
AKL1;2;4;3;AKL1_2_4_3;B;1400;1500;1600;1700;200
AKL1;2;4;4;AKL1_2_4_4;B;1400;1500;1600;1700;200
AKL1;2;4;5;AKL1_2_4_5;B;1400;1500;1600;1700;200
AKL1;2;4;6;AKL1_2_4_6;B;1400;1500;1600;1700;200
AKL1;2;4;7;AKL1_2_4_7;B;1400;1500;1600;1700;200
AKL1;2;4;8;AKL1_2_4_8;B;1400;1500;1600;1700;200
AKL1;2;4;9;AKL1_2_4_9;B;1400;1500;1600;1700;200
AKL1;2;4;10;AKL1_2_4_10;B;1400;1500;1600;1700;200
AKL1;2;4;11;AKL1_2_4_11;B;1400;1500;1600;1700;200
AKL1;2;4;12;AKL1_2_4_12;B;1400;1500;1600;1700;200
AKL1;2;4;13;AKL1_2_4_13;B;1400;1500;1600;1700;200
AKL1;2;4;14;AKL1_2_4_14;B;1400;1500;1600;1700;200
AKL1;2;4;15;AKL1_2_4_15;B;1400;1500;1600;1700;200
AKL1;2;4;16;AKL1_2_4_16;B;1400;1500;1600;1700;200
AKL1;2;4;17;AKL1_2_4_17;B;1400;1500;1600;1700;200
AKL1;2;4;18;AKL1_2_4_18;B;1400;1500;1600;1700;200
AKL1;2;4;19;AKL1_2_4_19;B;1400;1500;1600;1700;200
AKL1;2;4;20;AKL1_2_4_20;B;1400;1500;1600;1700;200
AKL1;2;5;1;AKL1_2_5_1;B;1400;1500;1600;1700;200
AKL1;2;5;2;AKL1_2_5_2;B;1400;1500;1600;1700;200
AKL1;2;5;3;AKL1_2_5_3;B;1400;1500;1600;1700;200
AKL1;2;5;4;AKL1_2_5_4;B;1400;1500;1600;1700;200
AKL1;2;5;5;AKL1_2_5_5;B;1400;1500;1600;1700;200
AKL1;2;5;6;AKL1_2_5_6;B;1400;1500;1600;1700;200
AKL1;2;5;7;AKL1_2_5_7;B;1400;1500;1600;1700;200
AKL1;2;5;8;AKL1_2_5_8;B;1400;1500;1600;1700;200
AKL1;2;5;9;AKL1_2_5_9;B;1400;1500;1600;1700;200
AKL1;2;5;10;AKL1_2_5_10;B;1400;1500;1600;1700;200
AKL1;2;5;11;AKL1_2_5_11;B;1400;1500;1600;1700;200
AKL1;2;5;12;AKL1_2_5_12;B;1400;1500;1600;1700;200
AKL1;2;5;13;AKL1_2_5_13;B;1400;1500;1600;1700;200
AKL1;2;5;14;AKL1_2_5_14;B;1400;1500;1600;1700;200
AKL1;2;5;15;AKL1_2_5_15;B;1400;1500;1600;1700;200
AKL1;2;5;16;AKL1_2_5_16;B;1400;1500;1600;1700;200
AKL1;2;5;17;AKL1_2_5_17;B;1400;1500;1600;1700;200
AKL1;2;5;18;AKL1_2_5_18;B;1400;1500;1600;1700;200
AKL1;2;5;19;AKL1_2_5_19;B;1400;1500;1600;1700;200
AKL1;2;5;20;AKL1_2_5_20;B;1400;1500;1600;1700;200
AKL1;2;6;1;AKL1_2_6_1;B;1400;1500;1600;1700;200
AKL1;2;6;2;AKL1_2_6_2;B;1400;1500;1600;1700;200
AKL1;2;6;3;AKL1_2_6_3;B;1400;1500;1600;1700;200
AKL1;2;6;4;AKL1_2_6_4;B;1400;1500;1600;1700;200
AKL1;2;6;5;AKL1_2_6_5;B;1400;1500;1600;1700;200
AKL1;2;6;6;AKL1_2_6_6;B;1400;1500;1600;1700;200
AKL1;2;6;7;AKL1_2_6_7;B;1400;1500;1600;1700;200
AKL1;2;6;8;AKL1_2_6_8;B;1400;1500;1600;1700;200
AKL1;2;6;9;AKL1_2_6_9;B;1400;1500;1600;1700;200
AKL1;2;6;10;AKL1_2_6_10;B;1400;1500;1600;1700;200
AKL1;2;6;11;AKL1_2_6_11;B;1400;1500;1600;1700;200
AKL1;2;6;12;AKL1_2_6_12;B;1400;1500;1600;1700;200
AKL1;2;6;13;AKL1_2_6_13;B;1400;1500;1600;1700;200
AKL1;2;6;14;AKL1_2_6_14;B;1400;1500;1600;1700;200
AKL1;2;6;15;AKL1_2_6_15;B;1400;1500;1600;1700;200
AKL1;2;6;16;AKL1_2_6_16;B;1400;1500;1600;1700;200
AKL1;2;6;17;AKL1_2_6_17;B;1400;1500;1600;1700;200
AKL1;2;6;18;AKL1_2_6_18;B;1400;1500;1600;1700;200
AKL1;2;6;19;AKL1_2_6_19;B;1400;1500;1600;1700;200
AKL1;2;6;20;AKL1_2_6_20;B;1400;1500;1600;1700;200
AKL1;2;7;1;AKL1_2_7_1;B;1400;1500;1600;1700;200
AKL1;2;7;2;AKL1_2_7_2;B;1400;1500;1600;1700;200
AKL1;2;7;3;AKL1_2_7_3;B;1400;1500;1600;1700;200
AKL1;2;7;4;AKL1_2_7_4;B;1400;1500;1600;1700;200
AKL1;2;7;5;AKL1_2_7_5;B;1400;1500;1600;1700;200
